GESTION;2017;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Enseignement scolaire;139;12;23;Prestations sociales et allocations diverses;9 151 326;9 151 326;9 151 326;9 151 326
Enseignement scolaire;139;12;31;Dépenses de fonctionnement autres que celles de personnel;5 388 096;5 288 096;5 388 096;5 288 096
Enseignement scolaire;140;1;21;Rémunérations dactivité;2 767 968 747;2 879 068 032;2 767 968 747;2 879 068 032
Enseignement scolaire;140;1;22;Cotisations et contributions sociales;2 289 684 325;2 324 290 028;2 289 684 325;2 324 290 028
Enseignement scolaire;140;1;23;Prestations sociales et allocations diverses;7 372 133;6 970 639;7 372 133;6 970 639
Enseignement scolaire;140;1;31;Dépenses de fonctionnement autres que celles de personnel;341 044;322 874;341 044;322 874
Enseignement scolaire;140;1;64;Transferts aux autres collectivités;201 800;0;201 800;0
Enseignement scolaire;140;2;21;Rémunérations dactivité;5 317 474 261;5 786 701 153;5 317 474 261;5 786 701 153
Enseignement scolaire;140;2;22;Cotisations et contributions sociales;4 402 666 857;4 694 480 858;4 402 666 857;4 694 480 858
Enseignement scolaire;140;2;23;Prestations sociales et allocations diverses;14 076 149;13 309 547;14 076 149;13 309 547
Enseignement scolaire;140;2;31;Dépenses de fonctionnement autres que celles de personnel;2 475 667;2 631 990;2 475 667;2 631 990
Enseignement scolaire;140;2;64;Transferts aux autres collectivités;7 489 731;7 442 026;7 489 731;7 442 026
Enseignement scolaire;140;3;21;Rémunérations dactivité;965 419 836;1 016 821 354;965 419 836;1 016 821 354
Enseignement scolaire;140;3;22;Cotisations et contributions sociales;798 962 987;827 604 928;798 962 987;827 604 928
Enseignement scolaire;140;3;23;Prestations sociales et allocations diverses;2 583 958;1 443 233;2 583 958;1 443 233
Enseignement scolaire;140;3;31;Dépenses de fonctionnement autres que celles de personnel;3 423 016;3 195 068;3 423 016;3 195 068
Enseignement scolaire;140;3;64;Transferts aux autres collectivités;42 100;0;42 100;0
Enseignement scolaire;140;4;21;Rémunérations dactivité;408 589 035;390 605 212;408 589 035;390 605 212
Enseignement scolaire;140;4;22;Cotisations et contributions sociales;375 923 269;369 173 457;375 923 269;369 173 457
Enseignement scolaire;140;4;23;Prestations sociales et allocations diverses;666 517;1 666 517;666 517;1 666 517
Enseignement scolaire;140;4;31;Dépenses de fonctionnement autres que celles de personnel;17 881 185;22 881 185;17 881 185;22 881 185
Enseignement scolaire;140;5;21;Rémunérations dactivité;900 189 080;991 554 810;900 189 080;991 554 810
Enseignement scolaire;140;5;22;Cotisations et contributions sociales;745 351 753;805 914 833;745 351 753;805 914 833
Enseignement scolaire;140;5;23;Prestations sociales et allocations diverses;2 408 936;2 277 743;2 408 936;2 277 743
Enseignement scolaire;140;6;21;Rémunérations dactivité;578 826 022;695 390 687;578 826 022;695 390 687
Enseignement scolaire;140;6;22;Cotisations et contributions sociales;483 715 833;578 453 759;483 715 833;578 453 759
Enseignement scolaire;140;6;23;Prestations sociales et allocations diverses;1 538 099;1 454 333;1 538 099;1 454 333
Enseignement scolaire;140;6;31;Dépenses de fonctionnement autres que celles de personnel;6 370 000;6 470 000;6 370 000;6 470 000
Enseignement scolaire;140;6;64;Transferts aux autres collectivités;10 000;0;10 000;0
Enseignement scolaire;140;7;21;Rémunérations dactivité;49 972 526;52 070 834;49 972 526;52 070 834
Enseignement scolaire;140;7;22;Cotisations et contributions sociales;41 609 019;43 192 540;41 609 019;43 192 540
Enseignement scolaire;140;7;23;Prestations sociales et allocations diverses;114 208;107 988;114 208;107 988
Enseignement scolaire;141;1;21;Rémunérations dactivité;6 310 613 321;6 539 021 338;6 310 613 321;6 539 021 338
Enseignement scolaire;141;1;22;Cotisations et contributions sociales;4 652 038 480;4 849 492 627;4 652 038 480;4 849 492 627
Enseignement scolaire;141;1;23;Prestations sociales et allocations diverses;39 157 590;33 430 851;39 157 590;33 430 851
Enseignement scolaire;141;1;31;Dépenses de fonctionnement autres que celles de personnel;4 929 714;6 187 500;4 929 714;6 187 500
Enseignement scolaire;141;1;63;Transferts aux collectivités territoriales;146 083 115;102 649 127;146 083 115;102 649 127
Enseignement scolaire;141;1;64;Transferts aux autres collectivités;975 570;334 706;975 570;334 706
Enseignement scolaire;141;2;21;Rémunérations dactivité;3 947 198 262;4 090 064 941;3 947 198 262;4 090 064 941
Enseignement scolaire;141;2;22;Cotisations et contributions sociales;2 922 218 766;3 046 284 714;2 922 218 766;3 046 284 714
Enseignement scolaire;141;2;23;Prestations sociales et allocations diverses;25 790 643;24 924 984;25 790 643;24 924 984
Enseignement scolaire;141;2;31;Dépenses de fonctionnement autres que celles de personnel;1 784 889;2 838 573;1 784 889;2 838 573
Enseignement scolaire;141;2;63;Transferts aux collectivités territoriales;17 217 992;18 457 551;17 217 992;18 457 551
Enseignement scolaire;141;2;64;Transferts aux autres collectivités;168 518;161 715;168 518;161 715
Enseignement scolaire;141;3;21;Rémunérations dactivité;2 402 002 641;2 488 941 812;2 402 002 641;2 488 941 812
Enseignement scolaire;141;3;22;Cotisations et contributions sociales;1 778 539 223;1 854 046 601;1 778 539 223;1 854 046 601
Enseignement scolaire;141;3;23;Prestations sociales et allocations diverses;15 690 731;15 279 744;15 690 731;15 279 744
Enseignement scolaire;141;3;31;Dépenses de fonctionnement autres que celles de personnel;877 296;971 925;877 296;971 925
Enseignement scolaire;141;3;63;Transferts aux collectivités territoriales;10 556 750;9 418 912;10 556 750;9 418 912
Enseignement scolaire;141;3;64;Transferts aux autres collectivités;73 049;67 659;73 049;67 659
Enseignement scolaire;141;4;21;Rémunérations dactivité;3 481 013;3 607 006;3 481 013;3 607 006
Enseignement scolaire;141;4;22;Cotisations et contributions sociales;2 581 608;2 691 222;2 581 608;2 691 222
Enseignement scolaire;141;4;23;Prestations sociales et allocations diverses;22 773;22 773;22 773;22 773
Enseignement scolaire;141;4;63;Transferts aux collectivités territoriales;450 443;770 443;450 443;770 443
Enseignement scolaire;141;4;64;Transferts aux autres collectivités;433 270;109 270;433 270;109 270
Enseignement scolaire;141;5;21;Rémunérations dactivité;1 156 440 195;1 198 296 915;1 156 440 195;1 198 296 915
Enseignement scolaire;141;5;22;Cotisations et contributions sociales;856 978 245;891 101 495;856 978 245;891 101 495
Enseignement scolaire;141;5;23;Prestations sociales et allocations diverses;7 560 701;7 560 701;7 560 701;7 560 701
Enseignement scolaire;141;5;31;Dépenses de fonctionnement autres que celles de personnel;352 123;247 500;352 123;247 500
Enseignement scolaire;141;5;63;Transferts aux collectivités territoriales;1 407 665;1 165 245;1 407 665;1 165 245
Enseignement scolaire;141;5;64;Transferts aux autres collectivités;31 002;30 951;31 002;30 951
Enseignement scolaire;141;6;21;Rémunérations dactivité;664 668 893;688 726 220;664 668 893;688 726 220
Enseignement scolaire;141;6;22;Cotisations et contributions sociales;493 271 384;514 215 332;493 271 384;514 215 332
Enseignement scolaire;141;6;23;Prestations sociales et allocations diverses;4 349 680;4 349 680;4 349 680;4 349 680
Enseignement scolaire;141;6;63;Transferts aux collectivités territoriales;2 913 192;2 913 192;2 913 192;2 913 192
Enseignement scolaire;141;6;64;Transferts aux autres collectivités;2 812 917;2 797 227;2 812 917;2 797 227
Enseignement scolaire;141;7;21;Rémunérations dactivité;27 846 200;28 854 078;27 846 200;28 854 078
Enseignement scolaire;141;7;22;Cotisations et contributions sociales;20 657 703;21 534 817;20 657 703;21 534 817
Enseignement scolaire;141;7;23;Prestations sociales et allocations diverses;182 186;182 186;182 186;182 186
Enseignement scolaire;141;7;63;Transferts aux collectivités territoriales;2 202 654;2 202 654;2 202 654;2 202 654
Enseignement scolaire;141;7;64;Transferts aux autres collectivités;4 932 887;4 905 787;4 932 887;4 905 787
Enseignement scolaire;141;8;21;Rémunérations dactivité;174 022 685;180 321 341;174 022 685;180 321 341
Enseignement scolaire;141;8;22;Cotisations et contributions sociales;129 151 416;134 635 094;129 151 416;134 635 094
Enseignement scolaire;141;8;23;Prestations sociales et allocations diverses;1 138 660;1 138 660;1 138 660;1 138 660
Enseignement scolaire;141;8;31;Dépenses de fonctionnement autres que celles de personnel;1 132 315;1 138 500;1 132 315;1 138 500
Enseignement scolaire;141;9;21;Rémunérations dactivité;66 144 958;68 539 039;66 144 958;68 539 039
Enseignement scolaire;141;9;22;Cotisations et contributions sociales;49 036 070;51 118 128;49 036 070;51 118 128
Enseignement scolaire;141;9;23;Prestations sociales et allocations diverses;432 691;432 691;432 691;432 691
Enseignement scolaire;141;9;63;Transferts aux collectivités territoriales;634 607;634 607;634 607;634 607
Enseignement scolaire;141;9;64;Transferts aux autres collectivités;1 865 393;1 865 393;1 865 393;1 865 393
Enseignement scolaire;141;10;21;Rémunérations dactivité;304 975 233;336 759 751;304 975 233;336 759 751
Enseignement scolaire;141;10;22;Cotisations et contributions sociales;292 838 263;307 712 422;292 838 263;307 712 422
Enseignement scolaire;141;10;23;Prestations sociales et allocations diverses;1 116 716;1 116 716;1 116 716;1 116 716
Enseignement scolaire;141;10;31;Dépenses de fonctionnement autres que celles de personnel;49 500 000;39 500 000;49 500 000;39 500 000
Enseignement scolaire;141;11;21;Rémunérations dactivité;800 621 093;829 599 135;800 621 093;829 599 135
Enseignement scolaire;141;11;22;Cotisations et contributions sociales;593 800 184;619 012 669;593 800 184;619 012 669
Enseignement scolaire;141;11;23;Prestations sociales et allocations diverses;7 487 835;12 487 835;7 487 835;12 487 835
Enseignement scolaire;141;12;21;Rémunérations dactivité;1 816 242 534;1 881 980 438;1 816 242 534;1 881 980 438
Enseignement scolaire;141;12;22;Cotisations et contributions sociales;1 346 657 312;1 403 835 146;1 346 657 312;1 403 835 146
Enseignement scolaire;141;12;23;Prestations sociales et allocations diverses;11 864 835;11 864 835;11 864 835;11 864 835
Enseignement scolaire;141;12;31;Dépenses de fonctionnement autres que celles de personnel;5 803 116;5 857 500;5 803 116;5 857 500
Enseignement scolaire;141;13;21;Rémunérations dactivité;50 061 168;51 873 105;50 061 168;51 873 105
Enseignement scolaire;141;13;22;Cotisations et contributions sociales;38 846 056;40 498 252;38 846 056;40 498 252
Enseignement scolaire;141;13;23;Prestations sociales et allocations diverses;204 959;204 959;204 959;204 959
Enseignement scolaire;143;1;21;Rémunérations dactivité;392 726 131;401 842 791;392 726 131;401 842 791
Enseignement scolaire;143;1;22;Cotisations et contributions sociales;284 161 081;292 797 456;284 161 081;292 797 456
Enseignement scolaire;143;1;23;Prestations sociales et allocations diverses;3 490 291;3 490 291;3 490 291;3 490 291
Enseignement scolaire;143;1;63;Transferts aux collectivités territoriales;33 246 534;34 207 564;33 246 534;34 207 564
Enseignement scolaire;143;1;64;Transferts aux autres collectivités;3 802 960;3 836 109;3 802 960;3 836 109
Enseignement scolaire;143;1;72;Dotations en fonds propres;125 521;170 000;125 521;170 000
Enseignement scolaire;143;2;21;Rémunérations dactivité;170 601 893;178 720 593;170 601 893;178 720 593
Enseignement scolaire;143;2;22;Cotisations et contributions sociales;56 380 027;56 761 327;56 380 027;56 761 327
Enseignement scolaire;143;2;23;Prestations sociales et allocations diverses;935 273;935 273;935 273;935 273
Enseignement scolaire;143;2;64;Transferts aux autres collectivités;346 339 809;346 648 745;346 339 809;346 648 745
Enseignement scolaire;143;3;61;Transferts aux ménages;78 623 000;84 560 737;78 623 000;84 560 737
Enseignement scolaire;143;3;63;Transferts aux collectivités territoriales;5 549 050;6 950 000;5 549 050;6 950 000
Enseignement scolaire;143;3;64;Transferts aux autres collectivités;1 000;0;1 000;0
Enseignement scolaire;143;4;61;Transferts aux ménages;666 338;502 234;666 338;502 234
Enseignement scolaire;143;4;63;Transferts aux collectivités territoriales;1 578 114;1 189 460;1 578 114;1 189 460
Enseignement scolaire;143;4;64;Transferts aux autres collectivités;959 849;1 467 857;959 849;1 467 857
Enseignement scolaire;143;5;31;Dépenses de fonctionnement autres que celles de personnel;5 337 276;5 521 995;5 337 276;5 521 995
Enseignement scolaire;214;1;21;Rémunérations dactivité;234 284 452;239 420 658;234 284 452;239 420 658
Enseignement scolaire;214;1;22;Cotisations et contributions sociales;147 421 339;151 131 483;147 421 339;151 131 483
Enseignement scolaire;214;1;23;Prestations sociales et allocations diverses;6 379 870;6 369 458;6 379 870;6 369 458
Enseignement scolaire;214;1;64;Transferts aux autres collectivités;110 500;0;110 500;0
Enseignement scolaire;214;2;21;Rémunérations dactivité;45 133 947;46 113 229;45 133 947;46 113 229
Enseignement scolaire;214;2;22;Cotisations et contributions sociales;27 825 955;28 536 920;27 825 955;28 536 920
Enseignement scolaire;214;2;23;Prestations sociales et allocations diverses;694 218;692 975;694 218;692 975
Enseignement scolaire;214;2;31;Dépenses de fonctionnement autres que celles de personnel;4 615 905;4 512 528;4 615 905;4 512 528
Enseignement scolaire;214;3;21;Rémunérations dactivité;5 463 611;5 582 156;5 463 611;5 582 156
Enseignement scolaire;214;3;22;Cotisations et contributions sociales;3 466 787;3 555 224;3 466 787;3 555 224
Enseignement scolaire;214;3;23;Prestations sociales et allocations diverses;187 600;187 273;187 600;187 273
Enseignement scolaire;214;3;31;Dépenses de fonctionnement autres que celles de personnel;4 550 692;4 414 171;4 550 692;4 414 171
Enseignement scolaire;214;4;21;Rémunérations dactivité;6 167 699;6 301 521;6 167 699;6 301 521
Enseignement scolaire;214;4;22;Cotisations et contributions sociales;3 933 418;4 033 666;3 933 418;4 033 666
Enseignement scolaire;214;4;23;Prestations sociales et allocations diverses;314 734;314 082;314 734;314 082
Enseignement scolaire;214;4;31;Dépenses de fonctionnement autres que celles de personnel;5 979 908;5 979 908;5 979 908;5 979 908
Enseignement scolaire;214;5;21;Rémunérations dactivité;3 280 286;3 351 459;3 280 286;3 351 459
Enseignement scolaire;214;5;22;Cotisations et contributions sociales;2 057 074;2 109 845;2 057 074;2 109 845
Enseignement scolaire;214;5;23;Prestations sociales et allocations diverses;60 049;59 938;60 049;59 938
Enseignement scolaire;214;5;31;Dépenses de fonctionnement autres que celles de personnel;252 885;245 298;252 885;245 298
Enseignement scolaire;214;5;32;Subventions pour charges de service public;2 347 178;5 808 525;2 347 178;5 808 525
Enseignement scolaire;214;5;64;Transferts aux autres collectivités;2 203 543;2 203 543;2 203 543;2 203 543
Enseignement scolaire;214;6;21;Rémunérations dactivité;330 864 058;371 909 976;330 864 058;371 909 976
Enseignement scolaire;214;6;22;Cotisations et contributions sociales;208 759 684;216 194 882;208 759 684;216 194 882
Enseignement scolaire;214;6;23;Prestations sociales et allocations diverses;18 908 116;18 800 166;18 908 116;18 800 166
Enseignement scolaire;214;6;31;Dépenses de fonctionnement autres que celles de personnel;96 738 800;93 909 397;96 738 800;93 909 397
Enseignement scolaire;214;6;61;Transferts aux ménages;11 624 195;4 083 548;11 624 195;4 083 548
Enseignement scolaire;214;7;32;Subventions pour charges de service public;152 397 725;154 191 475;152 397 725;154 191 475
Enseignement scolaire;214;8;21;Rémunérations dactivité;159 008 508;162 494 369;159 008 508;162 494 369
Enseignement scolaire;214;8;22;Cotisations et contributions sociales;99 318 702;101 821 727;99 318 702;101 821 727
Enseignement scolaire;214;8;23;Prestations sociales et allocations diverses;3 786 034;3 778 584;3 786 034;3 778 584
Enseignement scolaire;214;8;31;Dépenses de fonctionnement autres que celles de personnel;302 825 061;304 591 801;305 420 825;311 765 207
Enseignement scolaire;214;8;32;Subventions pour charges de service public;1 505 884;0;1 505 884;0
Enseignement scolaire;214;8;51;Dépenses pour immobilisations corporelles de lÉtat;52 538 771;24 028 147;93 748 017;33 889 808
Enseignement scolaire;214;8;63;Transferts aux collectivités territoriales;2 500 000;0;2 500 000;0
Enseignement scolaire;214;9;21;Rémunérations dactivité;98 601 556;104 560 061;98 601 556;104 560 061
Enseignement scolaire;214;9;22;Cotisations et contributions sociales;63 418 450;65 040 955;63 418 450;65 040 955
Enseignement scolaire;214;9;23;Prestations sociales et allocations diverses;1 369 379;1 367 524;1 369 379;1 367 524
Enseignement scolaire;214;9;31;Dépenses de fonctionnement autres que celles de personnel;27 600 000;27 600 000;27 600 000;27 600 000
Enseignement scolaire;214;10;61;Transferts aux ménages;3 322 845;3 322 845;3 322 845;3 322 845
Enseignement scolaire;230;1;21;Rémunérations dactivité;615 806 189;634 045 417;615 806 189;634 045 417
Enseignement scolaire;230;1;22;Cotisations et contributions sociales;392 287 289;404 519 099;392 287 289;404 519 099
Enseignement scolaire;230;1;23;Prestations sociales et allocations diverses;12 687 847;11 737 008;12 687 847;11 737 008
Enseignement scolaire;230;1;31;Dépenses de fonctionnement autres que celles de personnel;24 000 400;24 000 400;24 000 400;24 000 400
Enseignement scolaire;230;1;63;Transferts aux collectivités territoriales;1 311 622 538;1 330 997 983;1 311 622 538;1 330 997 983
Enseignement scolaire;230;1;64;Transferts aux autres collectivités;583 275;0;583 275;0
Enseignement scolaire;230;2;21;Rémunérations dactivité;285 917 963;295 869 812;285 917 963;295 869 812
Enseignement scolaire;230;2;22;Cotisations et contributions sociales;179 795 453;186 853 096;179 795 453;186 853 096
Enseignement scolaire;230;2;23;Prestations sociales et allocations diverses;5 816 018;5 089 525;5 816 018;5 089 525
Enseignement scolaire;230;2;31;Dépenses de fonctionnement autres que celles de personnel;2 400 000;2 400 000;2 400 000;2 400 000
Enseignement scolaire;230;2;63;Transferts aux collectivités territoriales;2 790 296;2 790 296;2 790 296;2 790 296
Enseignement scolaire;230;3;21;Rémunérations dactivité;177 434 139;196 974 841;177 434 139;196 974 841
Enseignement scolaire;230;3;22;Cotisations et contributions sociales;107 711 243;116 203 417;107 711 243;116 203 417
Enseignement scolaire;230;3;23;Prestations sociales et allocations diverses;1 672 291;19 176;1 672 291;19 176
Enseignement scolaire;230;3;31;Dépenses de fonctionnement autres que celles de personnel;28 266 350;25 291 100;28 266 350;25 291 100
Enseignement scolaire;230;3;63;Transferts aux collectivités territoriales;478 841 168;460 629 166;478 841 168;460 629 166
Enseignement scolaire;230;3;64;Transferts aux autres collectivités;30 500;0;30 500;0
Enseignement scolaire;230;4;21;Rémunérations dactivité;99 552 447;104 114 037;99 552 447;104 114 037
Enseignement scolaire;230;4;22;Cotisations et contributions sociales;62 388 306;65 899 213;62 388 306;65 899 213
Enseignement scolaire;230;4;23;Prestations sociales et allocations diverses;2 023 076;1 796 447;2 023 076;1 796 447
Enseignement scolaire;230;4;31;Dépenses de fonctionnement autres que celles de personnel;1 400 000;1 400 000;1 400 000;1 400 000
Enseignement scolaire;230;4;61;Transferts aux ménages;586 221 105;663 754 748;586 221 105;663 754 748
Enseignement scolaire;230;4;64;Transferts aux autres collectivités;24 690;0;24 690;0
Enseignement scolaire;230;5;21;Rémunérations dactivité;22 101 000;22 952 804;22 101 000;22 952 804
Enseignement scolaire;230;5;22;Cotisations et contributions sociales;12 719 071;13 272 913;12 719 071;13 272 913
Enseignement scolaire;230;5;23;Prestations sociales et allocations diverses;520 768;422 760;520 768;422 760
Enseignement scolaire;230;5;63;Transferts aux collectivités territoriales;12 371 649;17 019 584;12 371 649;17 019 584
Enseignement scolaire;230;6;63;Transferts aux collectivités territoriales;335 191 841;388 960 383;335 191 841;388 960 383
Enseignement scolaire;230;6;64;Transferts aux autres collectivités;51 939 270;67 328 942;67 412 532;65 977 692
Gestion des finances publiques et des ressources humaines;148;1;21;Rémunérations dactivité;236 686;190 200;236 686;190 200
Gestion des finances publiques et des ressources humaines;148;1;22;Cotisations et contributions sociales;12 457;9 800;12 457;9 800
Gestion des finances publiques et des ressources humaines;148;1;31;Dépenses de fonctionnement autres que celles de personnel;1 754 439;3 868 136;1 754 439;3 868 136
Gestion des finances publiques et des ressources humaines;148;1;32;Subventions pour charges de service public;70 788 049;72 783 381;70 788 049;72 783 381
Gestion des finances publiques et des ressources humaines;148;1;61;Transferts aux ménages;2 750 000;3 400 000;2 750 000;3 400 000
Gestion des finances publiques et des ressources humaines;148;1;64;Transferts aux autres collectivités;2 630 979;2 878 483;2 630 979;2 878 483
Gestion des finances publiques et des ressources humaines;148;2;31;Dépenses de fonctionnement autres que celles de personnel;114 624 488;116 031 960;115 510 197;116 760 409
Gestion des finances publiques et des ressources humaines;148;2;51;Dépenses pour immobilisations corporelles de lÉtat;6 522 832;8 194 498;8 577 930;7 466 049
Gestion des finances publiques et des ressources humaines;148;2;61;Transferts aux ménages;2 178 450;2 216 573;2 178 450;2 216 573
Gestion des finances publiques et des ressources humaines;148;3;21;Rémunérations dactivité;30 000 000;35 570 000;30 000 000;35 570 000
Gestion des finances publiques et des ressources humaines;156;1;21;Rémunérations dactivité;64 947 786;64 010 188;64 947 786;64 010 188
Gestion des finances publiques et des ressources humaines;156;1;22;Cotisations et contributions sociales;41 968 167;41 414 001;41 968 167;41 414 001
Gestion des finances publiques et des ressources humaines;156;1;23;Prestations sociales et allocations diverses;308 663;287 114;308 663;287 114
Gestion des finances publiques et des ressources humaines;156;1;31;Dépenses de fonctionnement autres que celles de personnel;4 350 000;5 600 000;9 200 000;9 200 000
Gestion des finances publiques et des ressources humaines;156;2;21;Rémunérations dactivité;1 008 302 499;981 885 261;1 008 302 499;981 885 261
Gestion des finances publiques et des ressources humaines;156;2;22;Cotisations et contributions sociales;651 555 478;635 270 700;651 555 478;635 270 700
Gestion des finances publiques et des ressources humaines;156;2;23;Prestations sociales et allocations diverses;4 791 921;4 404 197;4 791 921;4 404 197
Gestion des finances publiques et des ressources humaines;156;2;31;Dépenses de fonctionnement autres que celles de personnel;43 450 000;50 440 000;52 000 000;52 660 000
Gestion des finances publiques et des ressources humaines;156;2;51;Dépenses pour immobilisations corporelles de lÉtat;0;0;0;0
Gestion des finances publiques et des ressources humaines;156;2;52;Dépenses pour immobilisations incorporelles de lÉtat;4 340 000;10 200 000;4 110 000;7 230 000
Gestion des finances publiques et des ressources humaines;156;3;21;Rémunérations dactivité;1 302 962 736;1 286 802 877;1 302 962 736;1 286 802 877
Gestion des finances publiques et des ressources humaines;156;3;22;Cotisations et contributions sociales;841 962 348;832 549 583;841 962 348;832 549 583
Gestion des finances publiques et des ressources humaines;156;3;23;Prestations sociales et allocations diverses;6 192 283;5 771 890;6 192 283;5 771 890
Gestion des finances publiques et des ressources humaines;156;3;31;Dépenses de fonctionnement autres que celles de personnel;88 790 000;85 360 000;90 440 000;82 290 000
Gestion des finances publiques et des ressources humaines;156;3;51;Dépenses pour immobilisations corporelles de lÉtat;0;161 336;0;0
Gestion des finances publiques et des ressources humaines;156;3;52;Dépenses pour immobilisations incorporelles de lÉtat;790 000;2 083 664;650 000;1 270 000
Gestion des finances publiques et des ressources humaines;156;5;21;Rémunérations dactivité;467 673 315;434 534 063;467 673 315;434 534 063
Gestion des finances publiques et des ressources humaines;156;5;22;Cotisations et contributions sociales;302 205 792;281 139 528;302 205 792;281 139 528
Gestion des finances publiques et des ressources humaines;156;5;23;Prestations sociales et allocations diverses;2 222 601;1 949 081;2 222 601;1 949 081
Gestion des finances publiques et des ressources humaines;156;5;31;Dépenses de fonctionnement autres que celles de personnel;9 330 000;10 500 000;11 150 000;11 560 000
Gestion des finances publiques et des ressources humaines;156;5;51;Dépenses pour immobilisations corporelles de lÉtat;0;0;0;0
Gestion des finances publiques et des ressources humaines;156;5;52;Dépenses pour immobilisations incorporelles de lÉtat;310 000;1 950 000;640 000;260 000
Gestion des finances publiques et des ressources humaines;156;6;21;Rémunérations dactivité;34 161 295;35 210 822;34 161 295;35 210 822
Gestion des finances publiques et des ressources humaines;156;6;22;Cotisations et contributions sociales;22 074 453;22 781 077;22 074 453;22 781 077
Gestion des finances publiques et des ressources humaines;156;6;23;Prestations sociales et allocations diverses;162 351;157 936;162 351;157 936
Gestion des finances publiques et des ressources humaines;156;6;31;Dépenses de fonctionnement autres que celles de personnel;5 450 000;4 450 000;5 450 000;4 450 000
Gestion des finances publiques et des ressources humaines;156;6;52;Dépenses pour immobilisations incorporelles de lÉtat;1 000 000;800 000;1 000 000;800 000
Gestion des finances publiques et des ressources humaines;156;6;64;Transferts aux autres collectivités;650 000;750 000;650 000;750 000
Gestion des finances publiques et des ressources humaines;156;7;21;Rémunérations dactivité;818 046 280;809 354 555;818 046 280;809 354 555
Gestion des finances publiques et des ressources humaines;156;7;22;Cotisations et contributions sociales;528 614 210;523 644 926;528 614 210;523 644 926
Gestion des finances publiques et des ressources humaines;156;7;23;Prestations sociales et allocations diverses;3 887 734;3 630 319;3 887 734;3 630 319
Gestion des finances publiques et des ressources humaines;156;7;31;Dépenses de fonctionnement autres que celles de personnel;17 050 000;26 160 000;19 550 000;23 680 000
Gestion des finances publiques et des ressources humaines;156;7;51;Dépenses pour immobilisations corporelles de lÉtat;0;417 446;0;0
Gestion des finances publiques et des ressources humaines;156;7;52;Dépenses pour immobilisations incorporelles de lÉtat;590 000;602 554;1 630 000;130 000
Gestion des finances publiques et des ressources humaines;156;8;21;Rémunérations dactivité;36 079 513;34 252 060;36 079 513;34 252 060
Gestion des finances publiques et des ressources humaines;156;8;22;Cotisations et contributions sociales;23 314 437;22 160 767;23 314 437;22 160 767
Gestion des finances publiques et des ressources humaines;156;8;23;Prestations sociales et allocations diverses;171 466;153 636;171 466;153 636
Gestion des finances publiques et des ressources humaines;156;8;31;Dépenses de fonctionnement autres que celles de personnel;288 000;463 000;438 000;374 000
Gestion des finances publiques et des ressources humaines;156;9;21;Rémunérations dactivité;472 512 776;604 260 362;472 512 776;604 260 362
Gestion des finances publiques et des ressources humaines;156;9;22;Cotisations et contributions sociales;305 333 509;390 950 877;305 333 509;390 950 877
Gestion des finances publiques et des ressources humaines;156;9;23;Prestations sociales et allocations diverses;2 245 599;2 710 380;2 245 599;2 710 380
Gestion des finances publiques et des ressources humaines;156;9;31;Dépenses de fonctionnement autres que celles de personnel;965 885 355;1 004 817 372;857 616 129;855 386 389
Gestion des finances publiques et des ressources humaines;156;9;51;Dépenses pour immobilisations corporelles de lÉtat;9 100 000;23 169 584;11 600 000;17 389 832
Gestion des finances publiques et des ressources humaines;156;9;52;Dépenses pour immobilisations incorporelles de lÉtat;4 690 000;2 070 416;4 570 000;3 150 168
Gestion des finances publiques et des ressources humaines;156;9;64;Transferts aux autres collectivités;300 000;350 000;300 000;350 000
Gestion des finances publiques et des ressources humaines;218;1;21;Rémunérations dactivité;111 408 821;94 710 141;111 408 821;94 710 141
Gestion des finances publiques et des ressources humaines;218;1;22;Cotisations et contributions sociales;58 491 811;62 939 257;58 491 811;62 939 257
Gestion des finances publiques et des ressources humaines;218;1;23;Prestations sociales et allocations diverses;5 575 266;2 629 635;5 575 266;2 629 635
Gestion des finances publiques et des ressources humaines;218;1;31;Dépenses de fonctionnement autres que celles de personnel;157 295 125;151 218 509;156 612 886;151 218 509
Gestion des finances publiques et des ressources humaines;218;1;51;Dépenses pour immobilisations corporelles de lÉtat;1 933 478;2 143 491;1 933 478;2 143 491
Gestion des finances publiques et des ressources humaines;218;1;71;Prêts et avances;310 000;300 000;310 000;300 000
Gestion des finances publiques et des ressources humaines;218;2;21;Rémunérations dactivité;45 690 303;39 209 951;45 690 303;39 209 951
Gestion des finances publiques et des ressources humaines;218;2;22;Cotisations et contributions sociales;22 339 698;26 056 821;22 339 698;26 056 821
Gestion des finances publiques et des ressources humaines;218;2;23;Prestations sociales et allocations diverses;295 721;1 088 667;295 721;1 088 667
Gestion des finances publiques et des ressources humaines;218;2;31;Dépenses de fonctionnement autres que celles de personnel;3 513 105;3 287 853;3 124 362;3 287 853
Gestion des finances publiques et des ressources humaines;218;2;64;Transferts aux autres collectivités;3 000;0;3 000;0
Gestion des finances publiques et des ressources humaines;218;5;21;Rémunérations dactivité;94 617 490;122 142 412;94 617 490;122 142 412
Gestion des finances publiques et des ressources humaines;218;5;22;Cotisations et contributions sociales;89 703 310;81 169 265;89 703 310;81 169 265
Gestion des finances publiques et des ressources humaines;218;5;23;Prestations sociales et allocations diverses;1 516 083;3 391 294;1 516 083;3 391 294
